TYPE,IDENTIFIER,GRAMMAR_PATTERN,POSITION,NORMALIZED_POSITION,CONTEXT,WORD,CORRECT_TAG,SYSTEM,IDENTIFIER_CODE
void,add before forward,V P N,2,2,4,forward,N,cloned_repositories/caffe.git/include/caffe/net.hpp,1542
WhichMemory,data or diff,N CJ N,0,0,5,data,N,cloned_repositories/caffe.git/matlab/+caffe/private/caffe_.cpp,1544
WhichMemory,data or diff,N CJ N,2,2,5,diff,N,cloned_repositories/caffe.git/matlab/+caffe/private/caffe_.cpp,1544
void,Net before forward,PRE P N,2,2,4,forward,N,cloned_repositories/caffe.git/python/caffe/_caffe.cpp,1545
bool,g curand availability logged,PRE NM N V,2,1,3,availability,N,cloned_repositories/caffe.git/src/caffe/common.cpp,1546
bool*,is a ge zero and a lt b,V N NM D CJ N NM N,1,1,4,a,N,cloned_repositories/caffe.git/src/caffe/util/im2col.cpp,1547
bool*,is a ge zero and a lt b,V N NM D CJ N NM N,5,1,4,a,N,cloned_repositories/caffe.git/src/caffe/util/im2col.cpp,1547
bool*,is a ge zero and a lt b,V N NM D CJ N NM N,7,2,4,b,N,cloned_repositories/caffe.git/src/caffe/util/im2col.cpp,1547
int,even dist,NM N,1,2,5,dist,N,cloned_repositories/ccv.git/lib/ccv_scd.c,1548
int64_t,while count,NM N,1,2,1,count,N,cloned_repositories/ccv.git/lib/nnc/_ccv_nnc_graph.h,1549
ccv_nnc_tensor_symbol_t,ccv nnc tensor symbol for backward,PRE PRE NM N CJ N,3,1,4,symbol,N,cloned_repositories/ccv.git/lib/nnc/ccv_nnc_symbolic_graph_backward.c,1550
ccv_nnc_tensor_symbol_t,ccv nnc tensor symbol for backward,PRE PRE NM N CJ N,5,2,4,backward,N,cloned_repositories/ccv.git/lib/nnc/ccv_nnc_symbolic_graph_backward.c,1550
ccv_nnc_symbolic_graph_t,while graph,NM N,1,2,5,graph,N,cloned_repositories/ccv.git/lib/nnc/ccv_nnc_symbolic_graph.c,1551
ebb_after_write_cb,after write cb,P V N,2,2,1,cb,N,cloned_repositories/ccv.git/serve/ebb.h,1552
ObjectFile,s o File,NM NM N,2,2,5,File,N,cloned_repositories/cling.git/lib/Interpreter/DynamicLibraryManagerSymbol.cpp,1553
ASTNodeInfo,else Info,NM N,1,2,3,Info,N,cloned_repositories/cling.git/lib/Interpreter/DynamicLookup.cpp,1554
Stmt,else Replacement,NM N,1,2,3,Replacement,N,cloned_repositories/cling.git/lib/Interpreter/DynamicLookup.cpp,1555
PushTransactionRAII,T for Deser,N CJ N,0,0,3,T,N,cloned_repositories/cling.git/lib/Interpreter/LookupHelper.cpp,1557
PushTransactionRAII,T for Deser,N CJ N,2,2,3,Deser,N,cloned_repositories/cling.git/lib/Interpreter/LookupHelper.cpp,1557
void,before handle,P N,1,2,4,handle,N,cloned_repositories/crow.git/examples/example.cpp,1558
request,after handle,P N,1,2,3,handle,N,cloned_repositories/crow.git/include/crow/middleware.h,1559
bool,all space after,DT N P,1,1,3,space,N,cloned_repositories/crow.git/include/crow/mustache.h,1560
bool,all space before,DT N P,1,1,3,space,N,cloned_repositories/crow.git/include/crow/mustache.h,1561
boolean,for Backprop,P N,1,2,5,Backprop,N,cloned_repositories/deeplearning4j.git/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/layers/variational/VariationalAutoencoder.java,1562
int,index as child,V P N,2,2,1,child,N,cloned_repositories/deeplearning4j.git/libnd4j/include/ops/declarable/helpers/impl/ctcBeam.cpp,1563
int,index as parent,V P N,2,2,1,parent,N,cloned_repositories/deeplearning4j.git/libnd4j/include/ops/declarable/helpers/impl/ctcBeam.cpp,1564
OpListType,for Number,P N,1,2,4,Number,N,cloned_repositories/deeplearning4j.git/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/ir/MapperNamespace.java,1565
char*,as C String,P NM N,2,2,4,String,N,cloned_repositories/freeminer.git/lib/jsoncpp/jsoncpp.cpp,1569
void*,for num,NM N,1,2,4,num,N,cloned_repositories/freeminer.git/lib/lua/src/lparser.c,1570
int,end for,V N,1,2,3,for,N,cloned_repositories/freeminer.git/lib/lua/src/lparser.c,1571
bool,btn down for dig,NM VM P N,3,2,1,dig,N,cloned_repositories/freeminer.git/src/client/game.cpp,1572
ALenum,warn if error,V CJ N,2,2,4,error,N,cloned_repositories/freeminer.git/src/client/sound_openal.cpp,1573
MapNode,n water or ice,N N CJ N,0,0,3,n,N,cloned_repositories/freeminer.git/src/mapgen/cavegen.cpp,1575
MapNode,n water or ice,N N CJ N,1,1,3,water,N,cloned_repositories/freeminer.git/src/mapgen/cavegen.cpp,1575
MapNode,n water or ice,N N CJ N,3,2,3,ice,N,cloned_repositories/freeminer.git/src/mapgen/cavegen.cpp,1575
bool,only in ground,VM P N,2,2,1,ground,N,cloned_repositories/freeminer.git/src/mapgen/dungeongen.h,1576
bool,has after destruct,V P N,2,2,1,destruct,N,cloned_repositories/freeminer.git/src/nodedef.h,1577
int,l get node or nil,PRE V N CJ NM,2,1,4,node,N,cloned_repositories/freeminer.git/src/script/lua_api/l_env.cpp,1578
git_diff_file,as file,P N,1,2,5,file,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/diff_file.h,1580
int,git diff commit as email,PRE V N P N,2,1,4,commit,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/diff.c,1581
int,git diff commit as email,PRE V N P N,4,2,4,email,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/diff.c,1581
int*,merge driver name for path,V NM N P N,2,1,4,name,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/merge_driver.c,1582
int*,merge driver name for path,V NM N P N,4,2,4,path,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/merge_driver.c,1582
bool,use default if empty,V N CJ NM,1,1,5,default,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/remote.c,1583
int*,git repository head detached for work tree,PRE NM N V P NM N,2,1,4,head,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/repository.c,1584
int*,git repository head detached for work tree,PRE NM N V P NM N,6,2,4,tree,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/repository.c,1584
int,cr at eol only,N P N VM,0,0,3,cr,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/xdiff/xutils.c,1585
int,cr at eol only,N P N VM,2,1,3,eol,N,cloned_repositories/git2r.git/src/libgit2/src/libgit2/xdiff/xutils.c,1585
bool,close fd when done,V N VM V,1,1,5,fd,N,cloned_repositories/git2r.git/src/libgit2/src/util/futils.c,1586
Function,as Function,P N,1,2,1,Function,N,cloned_repositories/guava.git/android/guava/src/com/google/common/escape/Escaper.java,1587
V,as V,P N,1,2,3,V,N,cloned_repositories/guava.git/android/guava/src/com/google/common/util/concurrent/AbstractFuture.java,1588
Entry,only Entry,VM N,1,2,3,Entry,N,cloned_repositories/guava.git/guava/src/com/google/common/collect/ImmutableSortedMap.java,1591
Writer,as Writer,P N,1,2,4,Writer,N,cloned_repositories/guava.git/guava/src/com/google/common/io/CharStreams.java,1592
long,as Long,P N,1,2,3,Long,N,cloned_repositories/guava.git/guava/src/com/google/common/primitives/UnsignedInts.java,1593
List,as Stripes,P N,1,2,3,Stripes,N,cloned_repositories/guava.git/guava/src/com/google/common/util/concurrent/Striped.java,1594
String,as String,P N,1,2,3,String,N,cloned_repositories/immutables.git/criteria/geode/src/org/immutables/criteria/geode/OqlLiterals.java,1595
Context,in for,P N,1,2,4,for,N,cloned_repositories/immutables.git/generator-processor/src/org/immutables/generator/processor/TemplateWriter.java,1596
Expression,as Transform Generator Transform,P NM NM N,3,2,4,Transform,N,cloned_repositories/immutables.git/generator-processor/src/org/immutables/generator/processor/TypeResolver.java,1597
ClassToInstanceMap,after Round,P N,1,2,1,Round,N,cloned_repositories/immutables.git/generator/src/org/immutables/generator/EnvironmentState.java,1600
Object,as Diamond,P N,1,2,3,Diamond,N,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/AbstractValuesTemplate.java,1601
Reporter,for Annotation,P N,1,2,4,Annotation,N,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/Reporter.java,1603
boolean,for Attribute,P N,1,2,1,Attribute,N,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/TypeStringProvider.java,1604
int,as warning,P N,1,2,5,warning,N,cloned_repositories/libxo.git/libxo/libxo.c,1606
char,text only,N VM,0,0,5,text,N,cloned_repositories/libxo.git/libxo/xo.h,1608
bool,even split,NM N,1,2,5,split,N,cloned_repositories/meta.git/src/classify/classifier/classifier.cpp,1612
void,throw if error,V CJ N,2,2,4,error,N,cloned_repositories/meta.git/src/io/xzstream.cpp,1614
double,total oov only,NM N VM,1,1,3,oov,N,cloned_repositories/meta.git/src/lm/tools/query_lm.cpp,1615
linear_model,for avg,P N,1,2,3,avg,N,cloned_repositories/meta.git/src/parser/sr_parser.cpp,1616
gboolean,disable and propagate notifications cb,V CJ V NM N,4,2,4,cb,N,cloned_repositories/naemon-core.git/src/naemon/commands.c,1619
void,check for host flapping,V P N V,2,1,4,host,N,cloned_repositories/naemon-core.git/src/naemon/flapping.c,1620
int*,is valid escalation for service notification,V NM N P NM N,2,1,4,escalation,N,cloned_repositories/naemon-core.git/src/naemon/notifications.c,1621
int*,is valid escalation for service notification,V NM N P NM N,5,2,4,notification,N,cloned_repositories/naemon-core.git/src/naemon/notifications.c,1621
int*,xodtemplate register and destroy service escalation,PRE V CJ V NM N,5,2,4,escalation,N,cloned_repositories/naemon-core.git/src/naemon/xodtemplate.c,1624
String,provided Password,V N,1,2,5,Password,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/muc/MUCRoom.java,1627
boolean,only Local,VM N,1,2,5,Local,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/RoutingTable.java,1629
int,s o Timeout,NM NM N,2,2,3,Timeout,N,cloned_repositories/Openfire.git/xmppserver/src/main/java/org/jivesoftware/openfire/session/LocalOutgoingServerSession.java,1630
PMIB_IF_TABLE2,if Table,NM N,1,2,5,Table,N,cloned_repositories/ovs.git/datapath-windows/ovsext/IpHelper.c,1631
int,dp if index,NM NM N,2,2,1,index,N,cloned_repositories/ovs.git/include/linux/openvswitch.h,1632
atomic_bool,wait for reload,V P N,2,2,1,reload,N,cloned_repositories/ovs.git/lib/dpif-netdev-private-thread.h,1633
void,if notifier wait,NM N V,1,1,4,notifier,N,cloned_repositories/ovs.git/lib/if-notifier-bsd.c,1635
int,h if index,PRE NM N,2,2,1,index,N,cloned_repositories/ovs.git/lib/lldp/lldpd-structs.h,1636
int,if index,NM N,1,2,1,index,N,cloned_repositories/ovs.git/lib/netdev-offload.c,1638
ovs_be16,src as,N P,0,0,1,src,N,cloned_repositories/ovs.git/lib/netflow.h,1639
ofperr*,ofpacts decode for action set,PRE V CJ NM N,4,2,4,set,N,cloned_repositories/ovs.git/lib/ofp-actions.c,1640
char,if name,NM N,1,2,1,name,N,cloned_repositories/ovs.git/lib/rtbsd.h,1641
ifinfomsg,if info,NM N,1,2,3,info,N,cloned_repositories/ovs.git/lib/rtnetlink.c,1642
int,if index,NM N,1,2,1,index,N,cloned_repositories/ovs.git/lib/rtnetlink.h,1643
bool,s set find and delete,NM N V CJ V,1,1,4,set,N,cloned_repositories/ovs.git/lib/sset.c,1644
svec,b only,N VM,0,0,5,b,N,cloned_repositories/ovs.git/lib/svec.h,1645
int,tun metadata from geneve udpif,PRE PRE P NM N,4,2,4,udpif,N,cloned_repositories/ovs.git/lib/tun-metadata.c,1646
udpif,udpif,N,0,0,1,udpif,N,cloned_repositories/ovs.git/ofproto/ofproto-dpif-upcall.c,1647
ovs_list,change set for tables,NM N P NPL,1,1,1,set,N,cloned_repositories/ovs.git/ovsdb/monitor.c,1648
DCArrayParameter*,as array parameter,P NM N,2,2,4,parameter,N,cloned_repositories/panda3d.git/direct/src/dcparser/dcArrayParameter.cxx,1649
DCField*,as field,P N,1,2,4,field,N,cloned_repositories/panda3d.git/direct/src/dcparser/dcField.cxx,1650
DCMolecularField*,as molecular field,P NM N,2,2,4,field,N,cloned_repositories/panda3d.git/direct/src/dcparser/dcField.cxx,1651
DCSimpleParameter*,as simple parameter,P NM N,2,2,4,parameter,N,cloned_repositories/panda3d.git/direct/src/dcparser/dcParameter.cxx,1652
void*,as pointer,P N,1,2,4,pointer,N,cloned_repositories/panda3d.git/dtool/src/cppparser/cppExpression.cxx,1653
int,k Diy Significand Size,PRE NM NM N,3,2,1,Size,N,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,1654
int,k Dp Significand Size,PRE NM NM N,3,2,1,Size,N,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,1655
uint64_t,k Dp Significand Mask,PRE NM NM N,3,2,1,Mask,N,cloned_repositories/panda3d.git/dtool/src/dtoolbase/pdtoa.cxx,1656
string,server and port,N CJ N,0,0,3,server,N,cloned_repositories/panda3d.git/panda/src/downloader/httpClient.cxx,1657
string,server and port,N CJ N,2,2,3,port,N,cloned_repositories/panda3d.git/panda/src/downloader/httpClient.cxx,1657
string,username only,N VM,0,0,3,username,N,cloned_repositories/panda3d.git/panda/src/downloader/httpDigestAuthorization.cxx,1658
void,set server and port,V N CJ N,1,1,4,server,N,cloned_repositories/panda3d.git/panda/src/downloader/urlSpec.cxx,1659
void,set server and port,V N CJ N,3,2,4,port,N,cloned_repositories/panda3d.git/panda/src/downloader/urlSpec.cxx,1659
BoundingBox*,as bounding box,P NM N,2,2,4,box,N,cloned_repositories/panda3d.git/panda/src/mathutil/boundingVolume.cxx,1661
int,flag true if should convert,N NM CJ V V,0,0,5,flag,N,cloned_repositories/panda3d.git/panda/src/pnmimagetypes/stb_image.h,1662
int,before major,P N,1,2,1,major,N,cloned_repositories/panda3d.git/panda/src/putil/bamWriter.cxx,1664
int,before minor,P N,1,2,1,minor,N,cloned_repositories/panda3d.git/panda/src/putil/bamWriter.cxx,1665
int,which Button,DT N,1,2,3,Button,N,cloned_repositories/panda3d.git/panda/src/windisplay/winGraphicsWindow.cxx,1666
void,restore degs only,V N VM,1,1,4,degs,N,cloned_repositories/rigraph.git/src/vendor/cigraph/src/games/degree_sequence_vl/gengraph_graph_molloy_optimized.cpp,1669
int,num as cnt,N P N,0,0,1,num,N,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/relax4.h,1671
int,num as cnt,N P N,2,2,1,cnt,N,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/misc/relax4.h,1671
int,as binary,P N,1,2,1,binary,N,cloned_repositories/rigraph.git/src/vendor/cigraph/vendor/glpk/mpl/mpl.h,1673
String,path Name for Logs,NM N P NPL,1,1,5,Name,N,cloned_repositories/Singularity.git/SingularityService/src/main/java/com/hubspot/singularity/data/CuratorAsyncManager.java,1674
DrillConfig,for Client,P N,1,2,4,Client,N,drill.git/common/src/main/java/org/apache/drill/common/config/DrillConfig.java,1682
Set,for Resource,P N,1,2,4,Resource,N,drill.git/common/src/main/java/org/apache/drill/common/scanner/ClassPathScanner.java,1683
TypeDescriptor,for Class,P N,1,2,4,Class,N,drill.git/common/src/main/java/org/apache/drill/common/scanner/persistence/TypeDescriptor.java,1684
TypeDescriptor,for Primitive,P N,1,2,4,Primitive,N,drill.git/common/src/main/java/org/apache/drill/common/scanner/persistence/TypeDescriptor.java,1685
DruidFilter,and Filter At Index,NM N P N,1,1,4,Filter,N,drill.git/contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/common/DruidUtils.java,1686
DruidFilter,and Filter At Index,NM N P N,3,2,4,Index,N,drill.git/contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/common/DruidUtils.java,1686
DruidFilter,or Filter At Index,NM N P N,1,1,4,Filter,N,drill.git/contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/common/DruidUtils.java,1687
DruidFilter,or Filter At Index,NM N P N,3,2,4,Index,N,drill.git/contrib/storage-druid/src/main/java/org/apache/drill/exec/store/druid/common/DruidUtils.java,1687
MapWriter,as Map,P N,1,2,4,Map,N,drill.git/exec/vector/src/main/codegen/templates/UnionWriter.java,1688
boolean,after First Batch,P NM N,2,2,1,Batch,N,drill.git/exec/jdbc/src/main/java/org/apache/drill/jdbc/impl/DrillCursor.java,1689
boolean,after Last Row,P NM N,2,2,1,Row,N,drill.git/exec/jdbc/src/main/java/org/apache/drill/jdbc/impl/DrillCursor.java,1690
JBlock,if No Val,CJ DT N,2,2,3,Val,N,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/expr/EvaluationVisitor.java,1691
int,for Each Byte,P DT N,2,2,4,Byte,N,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,1696
int,for Each Byte Desc,P DT NM N,3,2,4,Desc,N,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/DeadBuf.java,1697
JLabel,get Look and feel Label,V NM CJ NM N,4,2,4,Label,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,1699
JLabel,look and feel Label,NM CJ NM N,3,2,1,Label,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/spark/ui/themes/ThemePanel.java,1700
String,show String for Add,V N P V,1,1,3,String,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,1703
JPanel,tree and Info,N CJ N,0,0,1,tree,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,1704
JPanel,tree and Info,N CJ N,2,2,1,Info,N,cloned_repositories/Spark.git/core/src/main/java/org/jivesoftware/sparkimpl/plugin/privacy/ui/PrivacyListTree.java,1704
int,only user,VM N,1,2,1,user,N,cloned_repositories/toggldesktop.git/third_party/openssl/include/openssl/x509v3.h,1705
uint64_t,significand,N,0,0,1,significand,N,cloned_repositories/toggldesktop.git/third_party/poco/Foundation/src/cached-powers.cc,1708
size_t,where len,NM N,1,2,5,len,N,cloned_repositories/toggldesktop.git/third_party/poco/openssl/build/include/openssl/bio.h,1709
int,waiting for dht connection,V P NM N,3,2,3,connection,N,cloned_repositories/toxcore.git/other/bootstrap_daemon/src/tox-bootstrapd.c,1710
uint8_t,num as nonce,N P N,0,0,3,num,N,cloned_repositories/toxcore.git/toxcore/crypto_core.c,1711
uint8_t,num as nonce,N P N,2,2,3,nonce,N,cloned_repositories/toxcore.git/toxcore/crypto_core.c,1711
int,ipv6 only,N VM,0,0,3,ipv6,N,cloned_repositories/toxcore.git/toxcore/network.c,1713
timeval,t v now,NM N VM,1,1,3,v,N,cloned_repositories/weechat.git/src/core/hook/wee-hook-timer.c,1714
int,length screen before cursor,N NM P N,0,0,3,length,N,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,1716
int,length screen before cursor,N NM P N,3,2,3,cursor,N,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,1716
int,length screen after cursor,N NM P N,0,0,3,length,N,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,1717
int,length screen after cursor,N NM P N,3,2,3,cursor,N,cloned_repositories/weechat.git/src/gui/curses/gui-curses-bar-window.c,1717
t_gui_buffer*,gui buffer search by number or name,PRE PRE V P N CJ N,4,1,4,number,N,cloned_repositories/weechat.git/src/gui/gui-buffer.c,1718
t_gui_buffer*,gui buffer search by number or name,PRE PRE V P N CJ N,6,2,4,name,N,cloned_repositories/weechat.git/src/gui/gui-buffer.c,1718
char,plugin name for upgrade,NM N P N,1,1,1,name,N,cloned_repositories/weechat.git/src/gui/gui-buffer.h,1719
char,plugin name for upgrade,NM N P N,3,2,1,upgrade,N,cloned_repositories/weechat.git/src/gui/gui-buffer.h,1719
int,time for each line,N P DT N,0,0,1,time,N,cloned_repositories/weechat.git/src/gui/gui-buffer.h,1720
int,time for each line,N P DT N,3,2,1,line,N,cloned_repositories/weechat.git/src/gui/gui-buffer.h,1720
void,gui input text changed modifier and signal,PRE PRE N V N CJ N,2,1,4,text,N,cloned_repositories/weechat.git/src/gui/gui-input.c,1721
void,gui input text changed modifier and signal,PRE PRE N V N CJ N,4,1,4,modifier,N,cloned_repositories/weechat.git/src/gui/gui-input.c,1721
void,gui input text changed modifier and signal,PRE PRE N V N CJ N,6,2,4,signal,N,cloned_repositories/weechat.git/src/gui/gui-input.c,1721
time_t,time now,N VM,0,0,3,time,N,cloned_repositories/weechat.git/src/plugins/irc/irc-command.c,1722
char*,irc nick get color for nick list,PRE PRE V N P NM N,3,1,4,color,N,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,1723
char*,irc nick get color for nick list,PRE PRE V N P NM N,6,2,4,list,N,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,1723
char*,irc nick color for msg,PRE PRE N P N,2,1,4,color,N,cloned_repositories/weechat.git/src/plugins/irc/irc-nick.c,1724
