TYPE,NAME,CONTEXT,LANGUAGE,FILE,LINE_NUMBER,SPLIT_IDENTIFIER,GRAMMAR_PATTERN
int,oppositeMajorFragmentId,ATTRIBUTE,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/base/AbstractReceiver.java,34,opposite Major Fragment Id,NM NM NM N
TypedFieldId,outKeyFieldIds,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/common/ChainedHashTable.java,151,out Key Field Ids,NM NM NM NPL
ValueVectorReadExpression,toHashFieldExp,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/filter/RuntimeFilterRecordBatch.java,194,to Hash Field Exp,P NM NM N
LogicalMinus,minus,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/join/JoinUtils.java,382,minus,P
TypedFieldId,inFieldId,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/join/NestedLoopJoinBatch.java,288,in Field Id,NM NM N
boolean,saveSamples,FUNCTION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/orderedpartitioner/OrderedPartitionRecordBatch.java,170,save Samples,V NPL
void,withImplicitColumns,FUNCTION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/scan/project/ScanSchemaOrchestrator.java,224,with Implicit Columns,P NM NPL
String,outStatName,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/statistics/StatisticsMergeBatch.java,226,out Stat Name,NM NM N
int,inVector,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/svremover/GenericSV4Copier.java,39,in Vector,P N
int,inMemCount,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/impl/xsort/SortMemoryManager.java,663,in Mem Count,P NM N
ValueVector,toAlloc,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/physical/resultSet/impl/SingleVectorState.java,179,to Alloc,P V
ImmutableBitSet,sGby,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/planner/cost/DrillRelMdDistinctRowCount.java,250,s Gby,NM N
Set,inEqMoreThanOnce,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/planner/index/IndexableExprMarker.java,109,in Eq More Than Once,P N DT CJ VM
RelFieldCollation,outFieldCollation,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/planner/index/IndexPlanUtils.java,324,out Field Collation,NM NM N
Except,except,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/planner/logical/DrillExceptRel.java,84,except,P
boolean,partitionFilterPushdown,ATTRIBUTE,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/planner/logical/DrillScanRel.java,53,partition Filter Push down,NM N V P
Prel,toRegister,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/explain/NumberingRelWriter.java,149,to Register,P V
Prel,outPrel,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/SingleMergeExchangePrel.java,106,out Prel,NM N
boolean,partitionby,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/planner/physical/WindowPrule.java,63,partition by,V P
BatchSchemaBuilder,withSchemaBuilder,FUNCTION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/record/BatchSchemaBuilder.java,45,with Schema Builder,P NM N
MinorType,toTypes,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/resolver/TypeCastRules.java,762,to Types,P NPL
ObjectMapper,hoconMapper,ATTRIBUTE,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/DrillbitPluginRegistryContext.java,37,hocon Mapper,NM N
boolean,forUnknownSchema,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/easy/json/loader/FieldDefn.java,118,for Unknown Schema,P NM N
boolean,inOuterList,ATTRIBUTE,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/easy/json/reader/BaseJsonReader.java,46,in Outer List,P NM N
long,bytesin,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/columnreaders/PageReader.java,661,bytes in,NPL NM
long,bytesout,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/columnreaders/PageReader.java,661,bytes out,NPL NM
int,toReadRemaining,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/columnreaders/VarLenColumnBulkInput.java,441,to Read Remaining,P V NM
Builder,withConf,FUNCTION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/parquet/ParquetReaderConfig.java,164,with Conf,P N
boolean,supportsJoinPushdown,ATTRIBUTE,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/StoragePluginRulesSupplier.java,87,supports Join Push down,V V V P
boolean,beforeFirst,ATTRIBUTE,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/store/sys/MemoryIterator.java,34,before First,P DT
boolean,outOfMemory,PARAMETER,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/work/batch/SpoolingRawBatchBuffer.java,470,out Of Memory,P P N
RuntimeFilterWritable,toAggregate,DECLARATION,Java,drill.git/exec/java-exec/src/main/java/org/apache/drill/exec/work/filter/RuntimeFilterSink.java,232,to Aggregate,P V
MaterializedField,withPathAndType,FUNCTION,Java,drill.git/exec/vector/src/main/java/org/apache/drill/exec/record/MaterializedField.java,143,with Path And Type,P N CJ N
List,toFieldList,FUNCTION,Java,drill.git/exec/vector/src/main/java/org/apache/drill/exec/record/metadata/TupleSchema.java,183,to Field List,P NM N
int,until,DECLARATION,Java,drill.git/exec/vector/src/main/java/org/apache/drill/exec/vector/complex/RepeatedListVector.java,65,until,P
FieldReference,within,ATTRIBUTE,Java,drill.git/logical/src/main/java/org/apache/drill/common/logical/data/Order.java,43,within,P
Map,toFilterConditions,FUNCTION,Java,drill.git/metastore/iceberg-metastore/src/main/java/org/apache/drill/metastore/iceberg/components/tables/TableKey.java,81,to Filter Conditions,P NM NPL
Delete,toDelete,FUNCTION,Java,drill.git/metastore/iceberg-metastore/src/main/java/org/apache/drill/metastore/iceberg/transform/OperationTransformer.java,66,to Delete,P V
MinorType,forNumber,FUNCTION,Java,drill.git/protocol/src/main/java/org/apache/drill/common/types/TypeProtos.java,667,for Number,P N
int,last_layer_index_,ATTRIBUTE,C++,cloned_repositories/caffe.git/include/caffe/layers/recurrent_layer.hpp,169,last layer index,DT NM N
Dtype,caffe_nextafter,FUNCTION,C++,cloned_repositories/caffe.git/src/caffe/util/math_functions.cpp,244,caffe next after,PRE DT P
int,nolockLock,FUNCTION,C,cloned_repositories/ccv.git/lib/3rdparty/sqlite3/sqlite3.c,37647,no lock Lock,DT NM N
void,storeLastErrno,FUNCTION,C,cloned_repositories/ccv.git/lib/3rdparty/sqlite3/sqlite3.c,36763,store Last Err no,V DT NM N
int,aChange,PARAMETER,C,cloned_repositories/ccv.git/lib/3rdparty/sqlite3/sqlite3.c,125539,a Change,PRE N
i64,anSize,PARAMETER,C,cloned_repositories/ccv.git/lib/3rdparty/sqlite3/sqlite3.c,219446,an Size,NM N
u8,moreToFollow,PARAMETER,C,cloned_repositories/ccv.git/lib/3rdparty/sqlite3/sqlite3.c,31499,more To Follow,DT P V
u32,aReplace,PARAMETER,C,cloned_repositories/ccv.git/lib/3rdparty/sqlite3/sqlite3.c,196032,a Replace,PRE V
void*,_ccv_atan2,FUNCTION,C,cloned_repositories/ccv.git/lib/ccv_basic.c,287,ccv atan 2,PRE N D
void,ccv_nnc_insert_if_prior_to_any,FUNCTION,C,cloned_repositories/ccv.git/lib/nnc/_ccv_nnc_dynamic_graph.h,102,ccv nnc insert if prior to any,PRE PRE V CJ NM P DT
ccv_nnc_tensor_symbol_info_t,tensor_a,PARAMETER,C,cloned_repositories/ccv.git/lib/nnc/_ccv_nnc_symbolic_graph.h,217,tensor a,NM N
ccv_cnnp_dataframe_data_item_t,more_data,DECLARATION,C,cloned_repositories/ccv.git/lib/nnc/ccv_cnnp_dataframe.c,639,more data,DT N
Object,nextInstance,FUNCTION,Java,cloned_repositories/cglib.git/cglib/src/main/java/net/sf/cglib/beans/BeanCopier.java,172,next Instance,DT N
String,allNames,PARAMETER,Java,cloned_repositories/cglib.git/cglib/src/main/java/net/sf/cglib/beans/BeanMapEmitter.java,155,all Names,DT NPL
List,allMethods,PARAMETER,Java,cloned_repositories/cglib.git/cglib/src/main/java/net/sf/cglib/core/DuplicatesPredicate.java,49,all Methods,DT NPL
int,nextLocal,ATTRIBUTE,Java,cloned_repositories/cglib.git/cglib/src/main/java/net/sf/cglib/core/LocalVariablesSorter.java,55,next Local,DT N
bool,nologo,PARAMETER,C,cloned_repositories/cling.git/include/cling/UserInterface/UserInterface.h,37,no logo,DT N
bool,noRuntime,PARAMETER,C++,cloned_repositories/cling.git/lib/Interpreter/Interpreter.cpp,354,no Runtime,DT N
QualType,lastExprTy,DECLARATION,C++,cloned_repositories/cling.git/lib/Interpreter/ValueExtractionSynthesizer.cpp,125,last Expr Ty,DT NM N
SourceLocation,noSrcLoc,DECLARATION,C++,cloned_repositories/cling.git/lib/Interpreter/ValuePrinter.cpp,589,no Src Loc,DT NM N
char,nextKey,DECLARATION,C++,cloned_repositories/cling.git/lib/Utils/PlatformWin.cpp,302,next Key,DT N
String,allProjects,ATTRIBUTE,Java,cloned_repositories/deeplearning4j.git/codegen/op-codegen/src/main/java/org/nd4j/codegen/cli/PicoCliCodeGen.java,44,all Projects,DT NPL
Writable,noVal,ATTRIBUTE,Java,cloned_repositories/deeplearning4j.git/datavec/datavec-api/src/main/java/org/datavec/api/transform/transform/condition/ConditionalReplaceValueTransformWithDefault.java,44,no Val,DT N
int,lastIdx,ATTRIBUTE,Java,cloned_repositories/deeplearning4j.git/deeplearning4j/deeplearning4j-core/src/main/java/org/deeplearning4j/core/util/UIDProvider.java,42,last Idx,DT N
boolean,noInterfaces,ATTRIBUTE,Java,cloned_repositories/deeplearning4j.git/deeplearning4j/deeplearning4j-core/src/main/java/org/deeplearning4j/core/util/UIDProvider.java,53,no Interfaces,DT NPL
List,allLabels,ATTRIBUTE,Java,cloned_repositories/deeplearning4j.git/deeplearning4j/deeplearning4j-nlp-parent/deeplearning4j-nlp/src/main/java/org/deeplearning4j/iterator/provider/CollectionLabeledPairSentenceProvider.java,38,all Labels,DT NPL
INDArray,lastMemCell,ATTRIBUTE,Java,cloned_repositories/deeplearning4j.git/deeplearning4j/deeplearning4j-nn/src/main/java/org/deeplearning4j/nn/layers/recurrent/FwdPassReturn.java,45,last Mem Cell,DT NM N
long,lastUpdateTime,ATTRIBUTE,Java,cloned_repositories/deeplearning4j.git/deeplearning4j/deeplearning4j-ui-parent/deeplearning4j-ui-model/src/main/java/org/deeplearning4j/ui/model/weights/beans/CompactModelAndGradient.java,37,last Update Time,DT NM N
List,allOpenWorkspaces,FUNCTION,Java,cloned_repositories/deeplearning4j.git/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/api/ops/executioner/DefaultOpExecutioner.java,329,all Open Workspaces,DT NM NPL
uint32_t,nextPC,DECLARATION,C++,cloned_repositories/facebook-repo-ds2.git/Sources/Architecture/ARM/SoftwareSingleStep.cpp,322,next PC,DT N
int,fileno,PARAMETER,C++,cloned_repositories/facebook-repo-ds2.git/Sources/GDBRemote/DebugSessionImpl.cpp,613,file no,NM N
bool,allUsers,PARAMETER,C++,cloned_repositories/facebook-repo-ds2.git/Sources/Host/FreeBSD/Platform.cpp,51,all Users,DT NPL
char*,Errno,FUNCTION,C++,cloned_repositories/facebook-repo-ds2.git/Sources/Utils/POSIX/Stringify.cpp,29,Err no,NM N
Mode,lastMode,ATTRIBUTE,C++,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,5204,last Mode,DT N
AssertionInfo,m_lastAssertionInfo,ATTRIBUTE,C++,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,8172,m last Assertion Info,PRE DT NM N
bool,m_lastAssertionPassed,ATTRIBUTE,C++,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,8177,m last Assertion Passed,PRE DT N V
Option,m_lastResult,ATTRIBUTE,C++,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,8165,m last Result,PRE DT N
string,bothOrAll,FUNCTION,C++,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,15852,both Or All,DT CJ DT
Gs,moreGenerators,PARAMETER,C++,cloned_repositories/freeminer.git/lib/catch2/catch.hpp,4025,more Generators,DT NPL
u8,next_real_face,DECLARATION,C++,cloned_repositories/freeminer.git/src/circuit_element.cpp,271,next real face,DT NM N
u16,last_percent,ATTRIBUTE,C++,cloned_repositories/freeminer.git/src/client/client.cpp,1942,last percent,DT N
u64,last_time_ms,ATTRIBUTE,C++,cloned_repositories/freeminer.git/src/client/client.cpp,1941,last time ms,DT N NM
u64,last_time,ATTRIBUTE,C++,cloned_repositories/freeminer.git/src/client/game.cpp,639,last time,DT N
float,nodig_delay_timer,ATTRIBUTE,C++,cloned_repositories/freeminer.git/src/client/game.cpp,676,no dig delay timer,DT NM NM N
bool,no_output,ATTRIBUTE,C++,cloned_repositories/freeminer.git/src/client/game.cpp,657,no output,DT N
u16,m_last_used_id,ATTRIBUTE,C++,cloned_repositories/freeminer.git/src/client/sound_openal.cpp,328,m last used id,PRE DT NM N
u32,block_count_all,DECLARATION,C++,cloned_repositories/freeminer.git/src/fm_map.cpp,378,block count all,NM N DT
bool,no_random,PARAMETER,C++,cloned_repositories/freeminer.git/src/fm_map.cpp,211,no random,DT N
uchar32_t,thisLetter,PARAMETER,C++,cloned_repositories/freeminer.git/src/irrlicht_changes/CGUITTFont.cpp,961,this Letter,DT N
bool,nocache,PARAMETER,C,cloned_repositories/freeminer.git/src/map.h,154,no cache,DT N
bool,some_air,DECLARATION,C++,cloned_repositories/freeminer.git/src/mapblock.cpp,1124,some air,DT N
u8,a_light,PARAMETER,C++,cloned_repositories/freeminer.git/src/mapnode.cpp,78,a light,DT N
int,l_set_last_run_mod,FUNCTION,C++,cloned_repositories/freeminer.git/src/script/lua_api/l_client.cpp,93,l set last run mod,PRE V DT V N
bool,no_emerge,PARAMETER,C++,cloned_repositories/freeminer.git/src/serverenvironment.cpp,2502,no emerge,VM V
size_t,len_a,PARAMETER,C,cloned_repositories/freeminer.git/src/util/srp.h,179,len a,NM N
wint_t,last_wc,PARAMETER,C,cloned_repositories/git2r.git/src/libgit2/deps/regex/regex_internal.c,496,last wc,DT N
internal_function*,check_arrival_add_next_nodes,FUNCTION,C,cloned_repositories/git2r.git/src/libgit2/deps/regex/regexec.c,3048,check arrival add next nodes,V N V DT NPL
int,last_str_idx,PARAMETER,C,cloned_repositories/git2r.git/src/libgit2/include/git2/annotated_commit.h,33,last str idx,DT NM N
int*,not_a_local_branch,FUNCTION,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/branch.c,49,not a local branch,VM DT NM N
int*,checkout_create_the_new,FUNCTION,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/checkout.c,1867,checkout create the new,PRE V DT NM
int,git_index_update_all,FUNCTION,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/index.c,3626,git index update all,PRE PRE V DT
git_oid,oid_a,PARAMETER,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/oid.c,247,oid a,NM N
bool,include_all_fetchheads,DECLARATION,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/remote.c,1527,include all fetch heads,V DT NM NPL
int*,revwalk_next_toposort,FUNCTION,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/revwalk.c,319,revwalk next toposort,PRE DT N
int*,submodule_load_each,FUNCTION,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/submodule.c,2049,submodule load each,PRE V DT
size_t,last_bytes,ATTRIBUTE,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/transports/smart_protocol.c,1007,last bytes,DT NPL
int,no_callback,DECLARATION,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/transports/ssh.c,388,no callback,DT N
int,b_next,DECLARATION,C,cloned_repositories/git2r.git/src/libgit2/src/libgit2/xdiff/xhistogram.c,159,b next,PRE DT
K,lastKey,FUNCTION,Java,cloned_repositories/guava.git/android/guava/src/com/google/common/collect/AbstractMapBasedMultimap.java,1474,last Key,DT N
Runnable,nextTask,ATTRIBUTE,Java,cloned_repositories/guava.git/android/guava/src/com/google/common/util/concurrent/ExecutionSequencer.java,136,next Task,DT N
Object,nextLabel,DECLARATION,Java,cloned_repositories/guava.git/android/guava/src/com/google/common/util/concurrent/ListenerCallQueue.java,194,next Label,DT N
ImmutableEntry,nextInBucket,FUNCTION,Java,cloned_repositories/guava.git/guava/src/com/google/common/collect/RegularImmutableMultiset.java,149,next In Bucket,DT P N
N,thisNode,PARAMETER,Java,cloned_repositories/guava.git/guava/src/com/google/common/graph/DirectedGraphConnections.java,386,this Node,DT N
LittleEndianBytes,theGetter,ATTRIBUTE,Java,cloned_repositories/guava.git/guava/src/com/google/common/hash/LittleEndianByteArray.java,235,the Getter,DT N
ClosingFuture,moreFutures,PARAMETER,Java,cloned_repositories/guava.git/guava/src/com/google/common/util/concurrent/ClosingFuture.java,476,more Futures,DT NPL
String,nextFieldName,FUNCTION,Java,cloned_repositories/immutables.git/criteria/mongo/src/org/immutables/criteria/mongo/bson4jackson/BsonParser.java,118,next Field Name,DT NM N
Intratype,leftIntratype,DECLARATION,Java,cloned_repositories/immutables.git/generator/src/org/immutables/generator/SourceOrdering.java,266,left Intra type,DT NM N
String,lastArgument,DECLARATION,Java,cloned_repositories/immutables.git/generator/src/org/immutables/generator/SourceTypes.java,105,last Argument,DT N
ImmutableList,allMirrors,FUNCTION,Java,cloned_repositories/immutables.git/mirror/src/org/immutables/mirror/processor/Mirrors.java,43,all Mirrors,DT NPL
double,nextDouble,FUNCTION,Java,cloned_repositories/immutables.git/mongo/src/org/immutables/mongo/bson4gson/BsonReader.java,246,next Double,DT N
boolean,lastValue,PARAMETER,Java,cloned_repositories/immutables.git/value-fixture/src/android/os/Parcel.java,206,last Value,DT N
ImmutableList,noAttributes,ATTRIBUTE,Java,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/AbstractValuesTemplate.java,42,no Attributes,DT NPL
Void,aVoid,PARAMETER,Java,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/MoreElements.java,102,a Void,DT N
Set,allAnnotatedElements,FUNCTION,Java,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/Round.java,116,all Annotated Elements,DT NM NPL
int,lastIndexOfDot,DECLARATION,Java,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/SourceNames.java,53,last Index Of Dot,DT N P N
boolean,allFinal,PARAMETER,Java,cloned_repositories/immutables.git/value-processor/src/org/immutables/value/processor/meta/ValueType.java,1785,all Final,DT N
uint64_t,last_id,DECLARATION,C++,cloned_repositories/meta.git/include/meta/index/postings_data.tcc,166,last id,DT N
expected_counts,this,DECLARATION,C,cloned_repositories/meta.git/include/meta/sequence/hmm/hmm.h,252,this,DT
void,each_seen_event,FUNCTION,C++,cloned_repositories/meta.git/include/meta/stats/multinomial.tcc,66,each seen event,DT NM N
auto,none,DECLARATION,C++,cloned_repositories/meta.git/src/classify/tools/online_classify.cpp,68,none,DT
vector,next_metadata,FUNCTION,C++,cloned_repositories/meta.git/src/corpus/corpus.cpp,24,next metadata,DT N
